List of Organism, HGNC gene, uniprot id and protein names with a known structure and included in the database
Mus musculus	STK39	STK39_MOUSE	STE20/SPS1-related proline-alanine-rich protein kinase
Mus musculus	TBK1	TBK1_MOUSE	Serine/threonine-protein kinase TBK1
Mus musculus	TYK2	TYK2_MOUSE	Non-receptor tyrosine-protein kinase TYK2
Mus musculus	TYRO3	TYRO3_MOUSE	Tyrosine-protein kinase receptor TYRO3
Mus musculus	XXX	IGF1R_MOUSE	Insulin-like growth factor 1 receptor
Mus musculus	XXX	AAK1_MOUSE	AP2-associated protein kinase 1
Oryctolagus cuniculus	MAP2K1	MP2K1_RABIT	Dual specificity mitogen-activated protein kinase kinase 1
Oryctolagus cuniculus	PHKG1	PHKG1_RABIT	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform
Rattus norvegicus	CAMK1	KCC1A_RAT	Calcium/calmodulin-dependent protein kinase type 1
Rattus norvegicus	CAMK2A	KCC2A_RAT	Calcium/calmodulin-dependent protein kinase type II subunit alpha
Rattus norvegicus	CASK	CSKP_RAT	Peripheral plasma membrane protein CASK
Rattus norvegicus	CDC42BPA	MRCKA_RAT	Serine/threonine-protein kinase MRCK alpha
Rattus norvegicus	CSK	CSK_RAT	Tyrosine-protein kinase CSK
Rattus norvegicus	CSK21	CSK21_RAT	Casein kinase II subunit alpha
Rattus norvegicus	CSNK1D	KC1D_RAT	Casein kinase I isoform delta
Rattus norvegicus	MAPK1	MK01_RAT	Mitogen-activated protein kinase 1
Rattus norvegicus	MARK2	MARK2_RAT	Serine/threonine-protein kinase MARK2
Rattus norvegicus	MUSK	MUSK_RAT	Muscle, skeletal receptor tyrosine protein kinase
Rattus norvegicus	PRAG1	PRAG1_RAT	Inactive tyrosine-protein kinase PRAG1
Rattus norvegicus	PRKAA1	AAPK1_RAT	5'-AMP-activated protein kinase catalytic subunit alpha-1
Rattus norvegicus	PRKACA	KAPCA_RAT	cAMP-dependent protein kinase catalytic subunit alpha
Rattus norvegicus	PRKCB	KPCB_RAT	Protein kinase C beta type
Rattus norvegicus	TAOK2	TAOK2_RAT	Serine/threonine-protein kinase TAO2
Rattus norvegicus	WNK1	WNK1_RAT	Serine/threonine-protein kinase WNK1
Sus scrofa	PRKACA	KAPCA_PIG	cAMP-dependent protein kinase catalytic subunit alpha
Sus scrofa	RNASEL	A5H025_PIG	Ribonuclease L
Xenopus laevis	AURKBA	AUKBA_XENLA	Aurora kinase B-A
Xenopus laevis	IKBKB	Q6INT1_XENLA	I-kappa-B kinase
