6BYSE -1.0 -1.0
6BYSC -1.0 -1.0
6BYSA -1.0 -1.0
2ERZE -1.0 -1.0
3X2WA -1.0 -1.0
3X2VA -1.0 -1.0
3X2UA -1.0 -1.0
2YZAA 11.0 11.0
3AQVA 6.0 6.0
2VO6A -1.0 -1.0
2VO3A -1.0 -1.0
2VO0A -1.0 -1.0
2VNYA -1.0 -1.0
2VNWA -1.0 -1.0
2UW8A -1.0 -1.0
2UW7A -1.0 -1.0
2UW6A -1.0 -1.0
2UW5A -1.0 -1.0
2UW4A 1.0 -1.0
2UW3A -1.0 -1.0
2UW0A -1.0 -1.0
2UVZA -1.0 -1.0
2UVYA -1.0 -1.0
2UVXA -1.0 -1.0
2JDVA -1.0 -1.0
2JDTA -1.0 -1.0
6FRXA -1.0 -1.0
4AXAA -1.0 -1.0
3AMBA -1.0 -1.0
3AMAA -1.0 -1.0
4X6RA -1.0 -1.0
4NTTB -1.0 -1.0
4NTTA -1.0 -1.0
4NTSB -1.0 -1.0
4NTSA -1.0 -1.0
4DFZE -1.0 -1.0
4DFXE -1.0 -1.0
1XH8A -1.0 -1.0
1XH7A -1.0 -1.0
1XH6A -1.0 -1.0
1XH5A -1.0 -1.0
1XH4A -1.0 -1.0
1VEBA -1.0 -1.0
1SVHA -1.0 -1.0
1SVGA -1.0 -1.0
1SVEA -1.0 -1.0
1STCE -1.0 -1.0
1Q8WA -1.0 -1.0
1Q8UA -1.0 -1.0
1Q8TA -1.0 -1.0
3KKVA -1.0 -1.0
4IJ9A -1.0 -1.0
2GFCA -1.0 -1.0
3E8EP -1.0 -1.0
3E8EL -1.0 -1.0
3E8EI -1.0 -1.0
3E8EE -1.0 -1.0
3E8EB -1.0 -1.0
3E8EA -1.0 -1.0
3E8CF -1.0 -1.0
3E8CE -1.0 -1.0
3E8CD -1.0 -1.0
3E8CC -1.0 -1.0
3E8CB -1.0 -1.0
3E8CA -1.0 -1.0
3BWJA -1.0 -1.0
4YXSA -1.0 -1.0
4YXRA -1.0 -1.0
3DNEA -1.0 -1.0
3DNDA -1.0 -1.0
2WZJF 5.0 -1.0
2WZJE 5.0 -1.0
2WZJD 5.0 -1.0
2WZJC 5.0 -1.0
2WZJB 5.0 -1.0
2WZJA 5.0 -1.0
6BX6A 16.0 16.0
4X6QC -1.0 -1.0
4WBBB -1.0 -1.0
3TNQB -1.0 -1.0
3TNPF -1.0 -1.0
3TNPC -1.0 -1.0
1REKA -1.0 -1.0
1REJA -1.0 -1.0
1RE8A -1.0 -1.0
2QVSE -1.0 -1.0
2QCSA -1.0 -1.0
3OW3A -1.0 -1.0
3O7LD -1.0 -1.0
1L3RE -1.0 -1.0
5JR7C -1.0 -1.0
5JR7A -1.0 -1.0
1JLUE -1.0 -1.0
1J3HB -1.0 -1.0
1J3HA -1.0 -1.0
3IDCA -1.0 -1.0
3IDBA -1.0 -1.0
4HPUE -1.0 -1.0
4HPTE -1.0 -1.0
1FMOE -1.0 -1.0
3FJQE -1.0 -1.0
4DINA -1.0 -1.0
4DH8A -1.0 -1.0
4DH7A -1.0 -1.0
4DH5A -1.0 -1.0
4DH3A -1.0 -1.0
4DH1A -1.0 -1.0
4DG2E -1.0 -1.0
4DG0E -1.0 -1.0
2CPKE -1.0 -1.0
1BX6A -1.0 -1.0
1BKXA -1.0 -1.0
1ATPE -1.0 -1.0
1XHAA -1.0 -1.0
1SMHA -1.0 -1.0
4XW6A -1.0 -1.0
4XW5A -1.0 -1.0
4XW4A -1.0 -1.0
4IB3A -1.0 -1.0
4IB1A -1.0 -1.0
4IB0A -1.0 -1.0
4IAZA -1.0 -1.0
4IAYA -1.0 -1.0
4IAKA -1.0 -1.0
4IAIA -1.0 -1.0
4IAFA -1.0 -1.0
4IADA -1.0 -1.0
4IACA -1.0 -1.0
6E21A -1.0 -1.0
2QURA -1.0 -1.0
1YDTE -1.0 -1.0
1YDSE -1.0 -1.0
1YDRE -1.0 -1.0
1Q62A -1.0 -1.0
1Q24A -1.0 -1.0
4AE9B -1.0 -1.0
4AE9A -1.0 -1.0
4AE6B -1.0 -1.0
4AE6A -1.0 -1.0
4WB8A -1.0 -1.0
1JBPE -1.0 -1.0
6MM8C -1.0 -1.0
6MM7D -1.0 -1.0
6MM7A -1.0 -1.0
6MM6E -1.0 -1.0
6MM6C -1.0 -1.0
6MM5E -1.0 -1.0
3PVBA -1.0 -1.0
1APME -1.0 -1.0
2GU8A -1.0 -1.0
3FHIA -1.0 -1.0
4REDB 8.0 8.0
4REDA 9.0 9.0
2UZWE -1.0 -1.0
2UZVA -1.0 -1.0
2UZUE -1.0 -1.0
2UZTA -1.0 -1.0
1GZOA 16.0 16.0
1GZKA 16.0 16.0
1SYKB -1.0 -1.0
1SYKA -1.0 -1.0
4O22A -1.0 -1.0
4O21A -1.0 -1.0
3O7LB 3.0 -1.0
6GR9A -1.0 -1.0
6GR8A -1.0 -1.0
1GZNA 16.0 16.0
1MRYA 13.0 13.0
1MRVA 19.0 19.0
3E8DB -1.0 -1.0
3E8DA -1.0 -1.0
3E88B -1.0 -1.0
3E88A -1.0 -1.0
3E87B -1.0 -1.0
3E87A -1.0 -1.0
3D0EB -1.0 -1.0
3D0EA -1.0 -1.0
3O96A 14.0 14.0
4CFFC -1.0 -1.0
4CFFA -1.0 -1.0
4CFEC -1.0 -1.0
4CFEA -1.0 -1.0
1O6LA -1.0 -1.0
1O6KA -1.0 -1.0
2XH5A -1.0 -1.0
2X39A -1.0 -1.0
2UW9A -1.0 -1.0
2JDRA -1.0 -1.0
2JDOA -1.0 -1.0
3QALE -1.0 -1.0
6S9XA 16.0 7.0
6S9WA 2.0 2.0
6HHJA -1.0 -1.0
6HHIA 16.0 3.0
6HHHA 14.0 11.0
6HHGA 18.0 3.0
6HHFA 18.0 14.0
4EJNA 13.0 5.0
3QAME -1.0 -1.0
5KCVA 17.0 16.0
5TX3B 19.0 19.0
5TX3A 16.0 16.0
5TWUB 12.0 12.0
5TWUA 7.0 7.0
5ISOC -1.0 -1.0
5ISOA -1.0 -1.0
4ZHXC -1.0 -1.0
4ZHXA -1.0 -1.0
6B2EA -1.0 -1.0
6B1UC -1.0 -1.0
6B1UA -1.0 -1.0
1RDQE -1.0 -1.0
5TWZA 17.0 17.0
5TWYB 17.0 17.0
5TWYA 15.0 15.0
5TWLA 15.0 15.0
4CFHA -1.0 -1.0
5TVTA 13.0 13.0
4BFMA 12.0 12.0
5T5TA -1.0 -1.0
4QFSA -1.0 -1.0
4QFRA -1.0 -1.0
4QFGA -1.0 -1.0
5KQ5A -1.0 -1.0
6E4WA -1.0 -1.0
6E4UA -1.0 -1.0
6E4TA -1.0 -1.0
6GVXB 12.0 12.0
6GVXA 7.0 7.0
6VXRA 18.0 18.0
5MAIA 19.0 19.0
5MAHA 14.0 14.0
5MAGA 14.0 14.0
5MAFA 14.0 14.0
5M5AA 15.0 15.0
4BL1A 14.0 14.0
4BKZA 15.0 15.0
4BKYA 15.0 15.0
2VN9B -1.0 -1.0
2VN9A -1.0 -1.0
5VLOB -1.0 -1.0
5VLOA 3.0 -1.0
6BABD -1.0 -1.0
6BABC 4.0 -1.0
6BABB 4.0 -1.0
6BABA -1.0 -1.0
6AYWB -1.0 -1.0
6AYWA -1.0 -1.0
5K00A 13.0 13.0
5IHCA 18.0 18.0
5IHAA 14.0 14.0
5IH9A 14.0 14.0
5IH8A 14.0 14.0
2WELA -1.0 -1.0
4CQGA 12.0 12.0
6NPZB -1.0 -1.0
6NPZA -1.0 -1.0
4FG8B 11.0 7.0
4FG8A 17.0 17.0
3QKMA -1.0 -1.0
3QKLA -1.0 -1.0
3QKKA -1.0 -1.0
3OW4B -1.0 -1.0
3OW4A -1.0 -1.0
3OCBB -1.0 -1.0
3OCBA -1.0 -1.0
4EKLA -1.0 -1.0
4EKKB -1.0 -1.0
4EKKA -1.0 -1.0
1A06A 18.0 18.0
4UMUA 15.0 15.0
4UMTA 15.0 15.0
4UMRA 15.0 15.0
4UMQA 15.0 15.0
4REWA -1.0 -1.0
4RERA -1.0 -1.0
6BUUB -1.0 -1.0
6BUUA -1.0 -1.0
4FGBA 8.0 -1.0
4FG9B 12.0 10.0
4FG9A 18.0 18.0
5H9BA -1.0 -1.0
5FG8A -1.0 -1.0
4FG7A 9.0 8.0
4GV1A -1.0 -1.0
3DK6B 7.0 -1.0
3DK6A 5.0 -1.0
6C9JA -1.0 -1.0
6C9HA -1.0 -1.0
6C9GA -1.0 -1.0
6C9FA -1.0 -1.0
3MVHA -1.0 -1.0
3MV5A -1.0 -1.0
3CQWA -1.0 -1.0
3CQUA -1.0 -1.0
4XEYA 4.0 -1.0
4XEYB 6.0 -1.0
3TXOA 9.0 9.0
4UMPD 7.0 7.0
4UMPC 13.0 13.0
4UMPB 6.0 6.0
4UMPA 14.0 14.0
4D2WD 7.0 7.0
4D2WC 13.0 13.0
4D2WB 6.0 6.0
4D2WA 13.0 13.0
4D2VD 8.0 8.0
4D2VC 13.0 13.0
4D2VB 6.0 6.0
4D2VA 15.0 15.0
4D2TD 8.0 8.0
4D2TC 13.0 13.0
4D2TB 6.0 6.0
4D2TA 12.0 12.0
4D2PD 7.0 7.0
4D2PC 13.0 13.0
4D2PB 6.0 6.0
4D2PA 14.0 14.0
2QOHB 3.0 -1.0
2QOHA 3.0 -1.0
3KFAB -1.0 -1.0
3KFAA -1.0 -1.0
3KF4B 3.0 -1.0
3KF4A 5.0 -1.0
2JC6C 20.0 -1.0
2JC6A 20.0 -1.0
3OXZA 7.0 7.0
6BL8B 3.0 1.0
6BL8A -1.0 -1.0
2HAKH 25.0 25.0
2HAKG 9.0 9.0
2HAKF -1.0 -1.0
2HAKE -1.0 -1.0
2HAKD 9.0 9.0
2HAKC 9.0 9.0
2HAKB 29.0 29.0
2HAKA 8.0 8.0
5HU9A 5.0 5.0
2HIWB -1.0 -1.0
2HIWA -1.0 -1.0
1OPJB -1.0 -1.0
1OPJA -1.0 -1.0
3MSSD 6.0 1.0
3MSSC 6.0 1.0
3MSSB 6.0 1.0
3MSSA 6.0 1.0
3MS9B 3.0 -1.0
3MS9A 6.0 2.0
1M52B -1.0 -1.0
1M52A -1.0 -1.0
3K5VB 3.0 -1.0
3K5VA 1.0 -1.0
1IEPB -1.0 -1.0
1IEPA -1.0 -1.0
2HZNA 3.0 -1.0
6HD6B 3.0 -1.0
6HD6A 2.0 -1.0
6HD4B 3.0 -1.0
6HD4A 1.0 -1.0
1FPUB 5.0 5.0
1FPUA -1.0 -1.0
2HZ4C 5.0 -1.0
2HZ4B 5.0 -1.0
2HZ4A 5.0 -1.0
2HYYD 2.0 -1.0
2HYYC 3.0 3.0
2HYYB 1.0 -1.0
2HYYA 1.0 -1.0
3PYYB 15.0 15.0
3PYYA 4.0 -1.0
6NPVB 15.0 15.0
6NPVA 5.0 -1.0
6NPUB 15.0 15.0
6NPUA 5.0 -1.0
6NPEB 17.0 17.0
6NPEA 5.0 -1.0
3DK7B 4.0 -1.0
3DK7A 4.0 -1.0
3D5WA 2.0 -1.0
3D5UA -1.0 -1.0
5HU3A -1.0 -1.0
2GQGB -1.0 -1.0
2GQGA -1.0 -1.0
3DK3B 4.0 -1.0
3DK3A 4.0 -1.0
2E2BB 6.0 6.0
2E2BA 4.0 4.0
2V7OA 1.0 -1.0
2JAMB 6.0 -1.0
2JAMA 6.0 -1.0
3QRKA -1.0 -1.0
3QRIB 5.0 -1.0
3QRIA -1.0 -1.0
6T6FB 17.0 17.0
6T6FA 15.0 15.0
6QP5A 17.0 17.0
2HZIB 4.0 -1.0
2HZIA -1.0 -1.0
3CS9D 5.0 -1.0
3CS9C 18.0 18.0
3CS9B 18.0 18.0
3CS9A 4.0 -1.0
4ZOGB 2.0 2.0
4ZOGA -1.0 -1.0
4WA9A 20.0 -1.0
4WA9B -1.0 -1.0
3COMB 4.0 -1.0
3COMA 4.0 -1.0
6YATB 3.0 -1.0
6YATA -1.0 -1.0
2HZ0B 17.0 17.0
2HZ0A -1.0 -1.0
2Z60A 3.0 -1.0
3IK3B -1.0 -1.0
3IK3A 6.0 6.0
3DBDA 26.0 26.0
3DBCA 26.0 26.0
3DB8A 26.0 26.0
3D5VA 25.0 25.0
3OY3B -1.0 -1.0
3OY3A -1.0 -1.0
1OPKA -1.0 -1.0
4YC8B 6.0 -1.0
4YC8A 6.0 -1.0
3UE4B 2.0 -1.0
3UE4A -1.0 -1.0
2G1TD -1.0 -1.0
2G1TC -1.0 -1.0
2G1TB -1.0 -1.0
2G1TA -1.0 -1.0
3COKB 27.0 27.0
3COKA 28.0 28.0
2F4JA -1.0 -1.0
4YURA 33.0 33.0
4TWPB -1.0 -1.0
4TWPA 5.0 -1.0
3BHHD 6.0 -1.0
3BHHC 6.0 -1.0
3BHHB 3.0 -1.0
3BHHA 4.0 -1.0
4GUEA 8.0 5.0
4EL9A 5.0 3.0
2XYNC 2.0 -1.0
2XYNB 2.0 -1.0
2XYNA 2.0 -1.0
3HMIA -1.0 -1.0
3GVUA 4.0 4.0
2G2IB 4.0 -1.0
2G2IA 3.0 -1.0
2G2HB -1.0 -1.0
2G2HA -1.0 -1.0
2G2FB 5.0 -1.0
2G2FA -1.0 -1.0
3UBDA 6.0 5.0
2FO0A -1.0 -1.0
1XJDA -1.0 -1.0
3QRJB -1.0 -1.0
3QRJA 5.0 -1.0
4JXFA 25.0 25.0
2VZ6B -1.0 -1.0
2VZ6A 2.0 -1.0
2JEDB -1.0 -1.0
2JEDA -1.0 -1.0
5F9EB -1.0 -1.0
5F9EA -1.0 -1.0
4RA5B -1.0 -1.0
4RA5A -1.0 -1.0
4Q9ZB -1.0 -1.0
4Q9ZA -1.0 -1.0
4XLIB 4.0 -1.0
4XLIA 4.0 -1.0
2V7AB -1.0 -1.0
2V7AA -1.0 -1.0
2Z7SA 17.0 12.0
2Z7RA 12.0 12.0
2Z7QA 18.0 12.0
6G77B 8.0 -1.0
6G77A 8.0 -1.0
6G76B 11.0 11.0
6G76A 8.0 -1.0
3G51A 11.0 11.0
4IXPA -1.0 -1.0
4L3LA -1.0 -1.0
4L3JA -1.0 -1.0
5DH3B -1.0 -1.0
5DH3A -1.0 -1.0
5MO4A 18.0 18.0
6G78B 10.0 10.0
6G78A 8.0 8.0
4RLPA 16.0 11.0
4RLOB 23.0 11.0
4RLOA 14.0 12.0
4NW6A -1.0 -1.0
4NW5A -1.0 -1.0
4NUSA -1.0 -1.0
5D9LA 12.0 12.0
5D9KB 11.0 11.0
5D9KA 12.0 12.0
4L46A 4.0 4.0
4L44A 5.0 5.0
4L43A 11.0 11.0
3WF9A -1.0 -1.0
3WF8A -1.0 -1.0
3WF7A 3.0 3.0
3WF6A 12.0 -1.0
3WF5A 12.0 -1.0
3WE4A 3.0 3.0
1OPLB -1.0 -1.0
1OPLA -1.0 -1.0
3DBFA 26.0 26.0
3DBEA 3.0 3.0
3DB6A -1.0 -1.0
3D5XA 7.0 7.0
4L45A 11.0 11.0
3A62A 14.0 10.0
3A61A 16.0 16.0
3A60B 23.0 10.0
3A60A 13.0 13.0
5YKSB 6.0 6.0
5YKSA 15.0 15.0
4RA4A -1.0 -1.0
4B6LA -1.0 -1.0
4B8LA 16.0 16.0
3IW4C -1.0 -1.0
3IW4B 1.0 1.0
3IW4A -1.0 -1.0
4B8MB -1.0 -1.0
4B8MA -1.0 -1.0
4C2VB -1.0 -1.0
4C2VA -1.0 -1.0
2VRXB 4.0 -1.0
2VRXA -1.0 -1.0
3ZTXB 5.0 -1.0
3ZTXA -1.0 -1.0
2VGPB -1.0 -1.0
2VGPA 3.0 -1.0
2VGOB 2.0 -1.0
2VGOA -1.0 -1.0
2BFXB 3.0 -1.0
2BFXA -1.0 -1.0
4L42A -1.0 -1.0
4LG4F 17.0 17.0
4LG4E 6.0 6.0
4LG4D 18.0 18.0
4LG4C 2.0 -1.0
4LG4B 4.0 4.0
4LG4A 2.0 -1.0
2BFYB -1.0 -1.0
2BFYA -1.0 -1.0
4AF3A 16.0 16.0
6C9DB -1.0 -1.0
6C9DA -1.0 -1.0
4C2WB -1.0 -1.0
4C2WA -1.0 -1.0
4J7BD 11.0 11.0
4J7BA 10.0 10.0
4EOIC -1.0 -1.0
4EOIA 4.0 -1.0
6VZKA 6.0 -1.0
5K3YB 1.0 1.0
5K3YA 1.0 1.0
4W8DA -1.0 -1.0
4U8ZA -1.0 -1.0
4W8EA -1.0 -1.0
4EOLC -1.0 -1.0
4EOLA 2.0 -1.0
4EOKC -1.0 -1.0
4EOKA 4.0 -1.0
1Y57A -1.0 -1.0
2SRCA -1.0 -1.0
1FMKA 14.0 14.0
5EYKB -1.0 -1.0
5EYKA 4.0 4.0
4EOJC 17.0 -1.0
4EOJA 4.0 -1.0
3CKXA 2.0 -1.0
3CKWA 15.0 15.0
4EOOC -1.0 -1.0
4EOOA 4.0 -1.0
4O27B -1.0 -1.0
3ZHPD 6.0 6.0
3ZHPC 3.0 3.0
4EONC -1.0 -1.0
4EONA -1.0 -1.0
6F3FA -1.0 -1.0
3A7JA -1.0 -1.0
3A7IA -1.0 -1.0
3A7HB -1.0 -1.0
3A7HA -1.0 -1.0
3A7GB -1.0 -1.0
3A7GA -1.0 -1.0
3A7FA 6.0 6.0
3TNWC 2.0 -1.0
3TNWA 3.0 -1.0
3MY5C 30.0 -1.0
3MY5A 3.0 -1.0
3EZVA 14.0 14.0
3EZRA 18.0 18.0
3BHVC 26.0 -1.0
3BHVA 2.0 -1.0
3BHUC 26.0 -1.0
3BHUA 2.0 -1.0
3BHTC 26.0 -1.0
3BHTA 2.0 -1.0
4BCPC 26.0 -1.0
4BCPA -1.0 -1.0
4BCOC 27.0 -1.0
4BCOA -1.0 -1.0
4BCNC -1.0 -1.0
4BCNA 2.0 -1.0
4BCKC 2.0 -1.0
4BCKA -1.0 -1.0
6ATHA 4.0 -1.0
4QO9B -1.0 -1.0
4QO9A -1.0 -1.0
4QNAA -1.0 -1.0
4QMZA -1.0 -1.0
4QMYA -1.0 -1.0
4QMXA -1.0 -1.0
4QMWA -1.0 -1.0
4QMVA -1.0 -1.0
4QMUA -1.0 -1.0
4QMTA -1.0 -1.0
4QMSA -1.0 -1.0
4QMQA -1.0 -1.0
4QMPA -1.0 -1.0
4QMOA -1.0 -1.0
4QMNA -1.0 -1.0
4QMMA -1.0 -1.0
4QMLA -1.0 -1.0
1PKDC -1.0 -1.0
1PKDA -1.0 -1.0
5LMKC 31.0 -1.0
1E9HC -1.0 -1.0
1E9HA -1.0 -1.0
5K4JA 10.0 10.0
3PJ8A 8.0 8.0
6GUEA 5.0 -1.0
4EOPC -1.0 -1.0
4EOPA 2.0 -1.0
2IW9C 28.0 -1.0
2IW9A 4.0 -1.0
2IW6C -1.0 -1.0
